transaction_id,transaction_amount,hour_of_day,distance_from_home_km,distance_from_last_txn_km,txns_last_24h,avg_txn_amount_last_30d,is_online,merchant_risk_score,card_present,is_fraud
TXN000017,11.877792132522382,15,18.94797666109681,5.966768049765409,5,14.329700802861856,1,0.11841296860293925,1,0
TXN000018,45.15354640142132,5,2.2383620994166,5.125741020892839,2,74.63564880818299,1,0.13842631803047062,1,0
TXN000019,23.27563029023807,13,1.8507599894195481,6.195142040928339,2,37.315610997721194,0,0.18295848623431313,1,0
TXN000020,13.832363575158842,14,14.338746312098515,5.793054278189103,4,12.800641720550445,0,0.22973514873705514,1,0
TXN000021,108.59135692622753,10,18.333738931593384,5.302772742165036,1,36.55926401379691,1,0.06254516507075576,1,0
TXN000022,135.55093045104815,10,3.832766142823472,7.597145708581169,3,8.12841382347376,0,0.06586942478765533,1,0
TXN000023,17.14702562906017,9,17.492938416187254,2.5352208126280154,1,13.738941657465157,0,0.1843847094814888,0,0
TXN000024,58.77149528368911,1,6.529769438698537,7.734578564609061,2,50.45368911671257,1,0.34789882457094484,0,0
TXN000025,15.318266275716956,10,7.8388258724190285,4.507982536179545,0,29.45473094969181,0,0.1205045462032102,0,0
TXN000026,22.416621066911112,10,84.07930314304701,8.82201714298078,1,16.614224777735853,0,0.1476406815020847,1,0
TXN000027,7.1430171577420305,11,0.09413421448201847,17.93049871207105,2,25.26847742743696,0,0.037317510232111356,1,0
TXN000028,4.768927014385811,14,1.3594691765473488,1.511840878652729,2,27.10117923234933,1,0.0978463793396412,1,0
TXN000029,19.66476731989206,22,1.518601315260781,19.144149308695212,2,11.546304421904365,0,0.11553214898350087,0,0
TXN000030,65.88094462935054,11,4.54627959796085,1.9435698314671634,2,27.86511227897466,0,0.05302472701077746,1,0
TXN000031,72.28601456982184,16,19.757567495510077,2.8843853909732524,5,28.297814381862022,0,0.2414131081263178,0,0
TXN000032,8.314345790417494,22,37.35481155931775,5.63129292950447,0,33.021260012663106,0,0.20046539706199112,0,0
TXN000033,85.592235423532,15,18.61866359451695,10.191967691283566,2,34.2604130153525,0,0.16775401107457968,1,0
TXN000034,92.06757475159174,21,0.39483233956228664,4.105316013707734,3,13.489392929993974,1,0.12060412710802682,1,0
TXN000035,14.010978778247969,14,11.800033865367062,6.563609778877239,4,34.408194575796124,1,0.05379699850550865,0,0
TXN000036,104.50057912455651,1,45.44435410198877,95.97751205284192,9,41.269820846195,1,0.7909201118644924,1,1
TXN000037,40.95048877105103,9,5.231875575093224,11.364674093663742,5,41.27262412937214,1,0.21874901594907786,1,0
TXN000038,14.035394769827079,16,2.682760247549901,1.6278136666137364,2,82.65418173912398,0,0.1723953705152505,0,0
TXN000039,19.050169206491077,21,0.5740799351325215,11.786351396095391,2,29.845144486572604,0,0.3623077951497493,0,0
TXN000040,182.58267511685543,11,53.705494120523724,6.721442159252563,2,7.177340046645823,1,0.11460085203730098,1,0
TXN000041,14.060751809248094,0,1.5487893077913912,2.1737722438917424,0,54.90677636961412,0,0.22768514165870013,1,0
TXN000042,22.09522407484667,19,30.535045333354905,1.917905149657333,1,11.162690510000768,1,0.1339005777406937,1,0
TXN000043,24.577384875390138,16,3.9626389117977827,4.946738635308075,0,59.7922142523381,0,0.15532715912587833,1,0
TXN000044,43.090012773776294,18,7.683078712081253,0.37592187950923334,1,26.668180989045627,0,0.2149968081018628,0,0
TXN000045,11.87461256941096,6,20.726750051174108,10.879037905655856,2,14.724847263389908,1,0.021307498277732317,0,0
TXN000046,36.48371630728212,6,9.297043499920798,6.263208723359533,1,31.590476927265193,0,0.1149284065324339,1,0
TXN000047,16.444313064325502,20,4.587463135340881,7.363275927917354,0,18.51385450528482,1,0.35272242836331397,0,0
TXN000048,2.9906226665194118,11,15.792993350017172,10.80458152965685,0,27.159425396723403,1,0.033151785238541544,1,0
TXN000049,180.46120415648227,9,7.5993006550172595,4.947687125939318,1,8.54125444987464,0,0.2501375076760692,1,0
TXN000050,115.94911149603249,11,40.4938141592312,5.1550819313673655,1,32.53320537959803,0,0.08732246882906868,1,0
TXN000051,16.522388023974038,12,1.7530255871851819,3.5335737910234917,2,24.124945930097937,0,0.3459404654856667,1,0
TXN000052,19.596237684399448,20,15.728760186037155,12.239220476808995,4,8.605736333996957,1,0.2569030165243202,0,0
TXN000053,7.157042717554948,2,32.08703779829583,0.043008279155410986,5,35.654377456885065,0,0.25830960220012295,1,0
TXN000054,137.20872207317547,10,2.815433516447752,4.863786589826334,1,21.1570192874716,0,0.06443902313463563,1,0
TXN000055,21.150010520253197,16,10.182650539793064,3.4254519321323773,3,34.451246894137576,1,0.12020331807301267,1,0
TXN000056,11.530715098732857,21,41.39648779762614,6.19205006150187,4,17.418278655989866,1,0.20450248116356998,0,0
TXN000057,66.71005748640964,13,3.1166137950799433,18.10465738980816,1,20.033927910223397,0,0.32202833566743366,0,0
TXN000058,50.417501463096336,10,12.494432742466161,1.4651101166976854,2,26.748573676261067,0,0.18871251068533143,1,0
TXN000059,44.53095449541018,13,25.564321540958094,21.680284307055324,3,8.568845646031164,0,0.0793834155861849,1,0
TXN000060,18.73793775207189,8,11.225876494243439,13.598356290672927,1,13.741678026888563,0,0.18346535888014887,1,0
TXN000061,27.550389230482878,13,41.54276328432348,1.049409922405654,4,74.49063044989234,0,0.031009957614838216,1,0
TXN000062,114.38131614930224,20,12.484466818998603,2.749492476779941,0,39.594784588508695,0,0.28142335978322014,0,0
TXN000063,100.93532103051271,17,25.31153591644871,0.6916909490374868,1,64.89720866711917,1,0.3375925952120285,1,0
TXN000064,17.04281981698878,15,1.2105765629783416,0.43304175992217336,2,26.102737828561896,0,0.18785397884549612,0,0
TXN000065,49.17913459981984,13,17.38352061268375,3.4108525017648472,0,23.920934742956828,0,0.20423156889166094,0,0
TXN000066,13.327123157701614,16,41.33650688341303,3.1579217220758995,1,24.990203933200203,0,0.13054080345678773,1,0
TXN000067,11.700362791647409,23,6.444913028160036,2.6977589855315687,3,7.98001822087383,0,0.011237110346151541,0,0
TXN000068,28.18605510819414,21,23.045369994785215,9.014057570397277,3,10.153716234541044,1,0.12374757889486095,1,0
TXN000069,3.9742414885579618,17,8.02629691012902,24.986311497097237,0,38.13129905380879,0,0.487821723903297,1,0
TXN000070,84.4686225485697,10,1.4246834726535833,9.410503223311617,3,24.375409279428236,0,0.22734444234795412,0,0
TXN000071,36.55753115984543,17,12.886614364855253,2.2044258066467135,0,40.71382790960819,1,0.0649606667275852,1,0
TXN000072,21.74923112012633,1,47.84658496756505,6.00054639673206,1,24.549832006118436,0,0.19516005656472923,0,0
TXN000073,27.136610619554236,10,58.503227292850255,1.1408970027972503,2,16.646184418826834,0,0.13015869345234146,1,0
TXN000074,33.90248986699237,15,3.749479886199563,6.840763028753056,3,32.15946732199079,1,0.15280322869201124,1,0
TXN000075,91.89050090460475,15,5.257891086062987,2.335151194188472,3,28.007677266550303,0,0.39921448205655147,0,0
TXN000076,123.07887998511723,14,16.175740959568376,2.5753890626742053,3,17.23325139975038,0,0.2435535704328496,1,0
TXN000077,53.17732463449621,20,9.646508205036643,12.907311982658152,2,57.225222086281015,0,0.417810632334552,1,0
TXN000078,211.41735328377442,18,6.713842643199254,0.06831413983156857,2,7.644798688148009,1,0.421685781164121,1,0
TXN000079,7.563566033136299,4,6.880843790053671,3.4985764345050634,2,19.892404815104477,0,0.4198104953437718,1,0
TXN000080,23.556361756366368,21,1.3981132383899535,10.808199520476698,4,9.009017333681385,0,0.32296359417344195,1,0
TXN000081,18.332044978622587,12,26.68657614867784,8.547471371595728,0,34.82195418510713,1,0.2196789140190675,1,0
TXN000082,81.97813296312738,21,8.99579402830518,6.345647645800151,1,26.502729472395934,0,0.19537776462359707,1,0
TXN000083,9.299078056052588,0,14.761690790819022,5.3292102891725985,2,34.40032863641088,1,0.1561162785003347,1,0
TXN000084,2.9543136302594704,21,2.338893373865623,0.7218478410462703,0,21.90683269851001,1,0.1593279677994681,1,0
TXN000085,19.661839024265646,12,2.9719434310411104,3.2348555940044,1,23.932663293021836,1,0.1339580672891315,1,0
TXN000086,405.3164601545972,21,26.93887007295772,1.3840106651877784,5,17.308878064602872,0,0.2939002633060198,0,0
TXN000087,9.096059241796343,12,25.27784339915274,6.09336992799939,2,18.358258229531078,0,0.21071092392104382,1,0
TXN000088,119.70481380640493,2,7.350790395163435,0.8284375591165126,2,19.872047620669296,0,0.13583946824457574,0,0
TXN000089,44.632032288505975,18,16.480155093097924,3.4501117854974717,2,41.45653481629259,0,0.2042104769392019,0,0
TXN000090,34.49880717248181,9,11.470879913057033,1.665063299044878,3,21.16689519300773,1,0.13480485279579932,1,0
TXN000091,30.362411426470093,12,15.025168806608509,8.392001859182269,1,21.047737370345637,0,0.1300792768975938,0,0
TXN000092,166.03865592336027,11,1.3888013717493677,6.011142511856125,2,42.51414702083751,0,0.3864538681087864,0,0
TXN000093,18.571657217064693,19,1.207349334808236,3.3884360618624694,0,20.51292560975498,0,0.5194505040288383,1,0
TXN000094,19.12402826677074,1,22.77099908893959,1.758751040866475,1,35.63638267361617,1,0.32602989258384907,1,0
TXN000095,10.182095944289898,18,28.68726114259697,3.154563120240507,1,33.830846048130134,0,0.5829095441307368,1,0
TXN000096,20.187687309593205,7,6.599273847114574,1.3885266822112432,2,40.82954057246754,0,0.22364167229549653,1,0
TXN000097,25.306136914269533,5,2.1913286896195765,1.8988101308323866,2,23.88990427650611,1,0.21376546383373304,0,0
TXN000098,2.9983227711682807,16,6.418512020182387,7.380354456689267,3,9.130287491525344,0,0.11795848908716422,1,0
TXN000099,15.76405438392278,16,4.214237869948245,4.160881524615572,2,13.263130304656006,1,0.13688849254098193,1,0
TXN000100,21.704163414609333,7,0.018336770423981286,3.577961261946389,2,19.84882237098539,0,0.0984060670315054,1,0
TXN000101,142.38615464872908,23,18.827173625448857,25.080977772646364,1,11.855248094038366,0,0.16637854515903605,0,0
TXN000102,12.146333358363304,12,16.77078229345563,2.859593228450919,6,17.871239336331655,0,0.17199958833647191,1,0
TXN000103,31.58860578825218,17,17.484238317660303,0.29572580875511,3,52.497212167544376,1,0.08547791215919764,0,0
TXN000104,8.944754310092527,18,12.355126073661932,12.716396797155983,2,111.34486161069573,1,0.0990247868568723,0,0
TXN000105,32.12159330384903,2,22.90052901589713,5.261650146482505,4,32.22078936475622,0,0.16421801527912896,1,0
TXN000106,16.46199830794762,9,12.036474586757208,0.2747120145839442,3,70.7247500617447,0,0.33900035114317184,1,0
TXN000107,40.519571624438264,18,8.04300211893602,2.0885884064870823,2,28.45739855112731,1,0.29165761966146686,1,0
TXN000108,15.835151848169172,21,3.5371660319988996,18.923554530043262,3,4.51690712895283,1,0.20162495634028016,1,0
TXN000109,26.705945000858637,18,25.424970714949456,13.682174214329102,5,33.48215166224074,0,0.15318752372445804,1,0
TXN000110,18.25628844841922,11,2.775864609026508,0.3933195360093187,4,21.177616035831186,1,0.2216407743879738,0,0
TXN000111,117.61248359261579,21,7.844054227196099,0.04834528911303169,4,15.575818961246691,0,0.2763559366795547,1,0
TXN000112,25.27379064257147,0,40.12736468003718,8.7273703227624,3,32.32889194190999,1,0.07989378714277755,1,0
TXN000113,77.30989837150332,13,23.470974478578793,0.7585704730932213,0,22.039453043046617,1,0.13314751155414029,1,0
TXN000114,63.03402482513091,8,4.496761047565773,5.2014232732767045,0,31.36667891846557,0,0.11914574413563997,0,0
TXN000115,126.036618943791,14,0.7999682067394018,10.422538323620437,2,21.558619007584525,1,0.0514223170896212,0,0
TXN000116,54.77491778557836,21,2.7306678996268543,10.95769044967504,1,29.840340812388796,0,0.13561448899703218,0,0
TXN000117,54.164574962448334,14,2.2584107482069014,7.208158163342521,3,20.540622650627398,0,0.4312334217526274,1,0
TXN000118,12.112775973933095,20,0.9527047192353798,16.88642975973282,2,63.52365095082395,1,0.044665973848573945,0,0
TXN000119,31.75085546161973,11,49.012498231318816,10.72497698987978,1,66.22000774198399,1,0.07027095312854591,1,0
TXN000120,27.62444901084491,20,10.564885191883398,1.2432274605098792,3,61.87456491431357,0,0.02228990118146705,1,0
TXN000121,22.41188193426458,9,34.50350318658146,9.23928886489048,4,38.779951810910205,0,0.4330072634213664,1,0
TXN000122,34.84890132492993,8,1.0303172167573205,1.7886924415621366,4,24.880542961346407,0,0.09325341638692802,0,0
TXN000123,44.93464236259805,13,6.7465511273482335,0.3613278550915711,0,50.92636672058606,0,0.41715492916482505,1,0
TXN000124,64.88476764078466,17,6.818433508265674,7.177545928481041,2,16.418087251560344,0,0.4593674839091611,0,0
TXN000125,7.669739601734814,7,3.8056006404720026,15.73711786698736,5,53.51598249166505,1,0.47882201253904727,1,0
TXN000126,12.114996057146792,15,22.69007381201681,20.59675283871178,2,16.441940954521186,0,0.09028898698029718,1,0
TXN000127,24.644533569708173,20,33.546923136225686,0.4968655161855736,1,60.64323019047159,0,0.1447369519405296,1,0
TXN000128,51.43246803382225,9,28.06757038605245,0.8892667340758685,3,16.197077916198683,1,0.25329026651728187,1,0
TXN000129,201.4249481847389,20,23.1174767164315,8.13106712507709,5,21.699609970968808,0,0.1210624485940071,1,0
TXN000130,89.51573501847061,12,44.66600773516857,0.025695007720236796,0,34.326401030107,0,0.23046554258826443,1,0
TXN000131,58.45594403798582,21,12.180556287329866,2.551467854215516,3,14.593633042124047,1,0.16889694423123916,0,0
TXN000132,15.261234835441016,10,22.52124587741762,3.6302656995122335,2,31.397341260158587,1,0.14878110984074763,1,0
TXN000133,24.836801837355242,9,8.228392638648236,2.883196860013195,1,16.371972035356197,0,0.06680335725156714,1,0
TXN000134,6.59279461349047,9,2.547745884515942,1.1505119899219267,2,17.69726188978653,0,0.16605305812586157,0,0
TXN000135,20.382856188873287,5,7.422712324491262,1.9061034500342178,2,41.28227979266032,0,0.029330625673230477,1,0
TXN000136,23.300032109636643,16,0.41645120037726613,0.11802454189074787,1,41.7955293791116,0,0.040857828392485813,0,0
TXN000137,30.110011342668372,11,42.2839812611576,7.485603068658699,2,29.440833656900136,0,0.2092291928595819,0,0
TXN000138,29.424664566943655,5,10.754514383126455,0.3707147063167694,3,37.74198466049345,0,0.11653674812311382,1,0
TXN000139,47.314657299538716,8,0.1811898730867789,12.3376803885548,2,18.071667310872446,1,0.3680072267324114,1,0
TXN000140,68.43008650475248,4,52.95634572015326,5.86715727288797,2,57.38027293050605,0,0.035621639477775024,1,0
TXN000141,18.085187554499043,15,19.128153284317754,6.843108662580831,6,70.08040225151684,1,0.3138508195042551,1,0
TXN000142,6.226598692842404,20,37.71385922557919,1.7208013321424414,2,23.545979379747646,1,0.1656022042558955,0,0
TXN000143,12.28407043642594,5,17.607925145433686,22.829063621954354,0,37.97514455975369,0,0.32182262707995185,1,0
TXN000144,191.73258019761414,10,7.989523272735165,5.048236472930069,0,37.13031941826343,0,0.12260297755744246,1,0
TXN000145,11.716832888641736,10,24.64773482232667,1.6316125672369763,1,12.681683475216623,0,0.1552867493462072,0,0
TXN000146,21.476207100527482,15,3.231625395551638,2.6662437319846513,3,47.77362570388161,1,0.03360591729772487,1,0
TXN000147,27.549037563128493,14,7.070735727862001,3.4629749035594877,4,68.1270020937198,0,0.29961606663049445,1,0
TXN000148,32.882973944104776,19,12.39869895794476,2.816551196300291,3,33.3423535093897,0,0.15508507344644729,1,0
TXN000149,51.92592357065461,10,11.643048601377348,1.2286073065303067,3,18.74097256688457,0,0.46823026415084196,1,0
TXN000150,86.85008180267029,12,26.72504967470195,11.584568431678901,0,110.22314543211021,1,0.11615868289767355,1,0
TXN000151,38.56671088812751,19,6.102329757043536,7.969446629470314,2,35.95871831352808,0,0.5105783746289052,1,0
TXN000152,10.007495955279673,18,0.13804788303513812,1.5338711172440558,2,21.171947302733802,0,0.023036087801077545,1,0
TXN000153,72.24130700926715,8,26.091555535368506,0.16127151298163456,1,59.433546119807396,0,0.3078396481164887,0,0
TXN000154,12.198272143711739,15,49.71289700319664,0.018419849009268154,4,21.404007832828054,1,0.05603330959968126,1,0
TXN000155,12.250094472380813,17,4.019398578044954,2.139522378472214,3,14.539545584598896,1,0.4102899128725418,0,0
TXN000156,17.042873418671817,16,2.279772472294061,4.865714410715948,1,27.586122454649303,0,0.09418124231266349,1,0
TXN000157,93.12808626922615,16,11.697684334026391,1.0597477332343161,1,30.373948978470512,1,0.2935484510333749,1,0
TXN000158,11.29213167547547,20,17.603478985018583,1.4327033494033485,4,51.26718000762194,0,0.09109981216361224,0,0
TXN000159,42.49774203497068,20,0.04430451441451508,4.885242464647303,0,40.089440121262946,0,0.1517752747660544,1,0
TXN000160,13.774836320465342,16,11.310752590900645,21.64503767708672,2,34.251272693273854,0,0.2189890578981968,1,0
TXN000161,59.86565588654948,17,13.155769447850577,8.435825149159607,1,37.7480460370279,0,0.025410461752977703,1,0
TXN000162,8.55647118642835,19,41.833328287052254,1.7054166748899307,1,33.204072792615065,0,0.09342684841915874,0,0
TXN000163,32.57888039035153,20,7.513569042661581,1.040398959616872,6,106.27716028664307,0,0.3047615140564096,1,0
TXN000164,7.950011881700594,10,12.63865012340388,3.866673427698281,5,12.929436144684715,1,0.1402559163910541,0,0
TXN000165,30.84207129858859,11,16.93346690746285,1.9688659871225784,1,29.358631498924826,1,0.13516253821167967,1,0
TXN000166,32.092092626670585,14,18.794971187716424,1.3696685229109615,1,53.890114302070366,1,0.1552406455057189,0,0
TXN000167,40.21875637635486,17,37.75030939686598,6.083609014574013,1,37.26550725803515,0,0.16160526427293886,1,0
TXN000168,17.112957299543805,10,1.3024595429260706,7.758793365148156,3,10.663439691809861,0,0.11859612764593752,1,0
TXN000169,18.964654304404956,22,9.946664705110738,0.8531742661456941,2,16.613917767906052,0,0.23681159511560457,0,0
TXN000170,65.6166289512326,11,0.5932729241221733,4.669113284972583,1,18.260661161735953,0,0.1606152709878269,1,0
TXN000171,109.60806403416807,12,39.54186466183866,3.4675193009470244,4,49.28046232463852,0,0.2355758512057351,1,0
TXN000172,73.33378811763768,17,14.630525461932248,12.702496640436912,4,10.723431233028121,0,0.08991534640776981,1,0
TXN000173,71.27231769003922,14,0.914224725738832,2.4675007658542567,2,60.02492739345597,0,0.02611819313726147,1,0
TXN000174,22.922505099694344,12,8.521591801383474,14.748361091780616,4,8.502137973420783,0,0.08355469198673385,0,0
TXN000175,18.368463300412312,10,9.966122187634323,3.772494018630432,2,57.798898135805175,0,0.11592639528224036,0,0
TXN000176,54.04468772488456,21,0.6388228320049704,0.4498607234505075,0,41.60614585517823,1,0.2225061031639511,1,0
TXN000177,31.132150903598586,16,13.176936982922067,14.80167441990706,2,30.83254886422171,0,0.12112845088123193,0,0
TXN000178,43.362876464772036,19,54.2393013180383,11.075970092353902,3,19.711872034546232,0,0.17500432828190726,1,0
TXN000179,10.934759640864042,20,17.751954662538925,0.6270931477553547,2,115.41110499278906,0,0.05823228259627876,1,0
TXN000180,24.6315587337817,14,2.3011056448967744,8.5659737370482,1,21.909024401859117,1,0.11052521322403114,1,0
TXN000181,67.75272155937996,20,10.085531644501796,3.0081953299170996,1,47.25678269453673,0,0.30329904487358245,1,0
TXN000182,7.520278809487877,16,12.044749853492192,0.21806876280688045,3,63.358170706769904,0,0.01622784790675996,0,0
TXN000183,6.967369475476983,12,3.102294321427456,0.360395984137917,1,48.5248941836909,0,0.0408785313306636,0,0
TXN000184,52.630117404630745,9,1.8470734040868682,6.433914001764855,0,37.12919702270622,0,0.30179287467216626,1,0
TXN000185,28.051392340017475,19,28.096768688306145,5.218334658204206,2,47.97089394116317,0,0.10168778483961369,1,0
TXN000186,684.4044275394658,12,13.242449505977932,0.41627840408118943,5,6.464584035543815,0,0.4299110115929131,1,1
TXN000187,42.75814480485517,16,35.43093831001245,5.11383881548491,3,27.9359681248014,0,0.22823252928022927,1,0
TXN000188,89.70991474893523,10,11.025549488613171,5.000535857895539,0,28.423450782574967,0,0.15073148361548247,0,0
TXN000189,72.07271006463709,14,0.32191042227196115,1.0102902828694789,0,16.35511150386093,1,0.20680362699596933,1,0
TXN000190,41.03199828445327,13,6.843392904020771,3.796314432470473,1,54.961279457958334,0,0.20302924829633198,0,0
TXN000191,72.22610453591906,5,10.582436355939207,2.041103763237533,3,28.971191445991725,0,0.30906794682821964,1,0
TXN000192,15.19716192091334,13,2.2121692909372963,0.11406502038679431,2,15.333645774346861,1,0.020668771893111965,1,0
TXN000193,5.0873643558925545,10,2.2284825875843053,1.8389777437206312,2,27.019498941231866,0,0.4331385469147674,0,0
TXN000194,46.64808595469158,19,10.24842008652415,0.3135179320436874,4,13.36013081205962,0,0.2450024522637531,1,0
TXN000195,3.5706897786792373,9,15.926293754913308,1.5537863282851676,4,10.107146726205105,1,0.5620836004151534,0,0
TXN000196,79.81097268878747,12,24.308313579728814,3.3847024539688513,2,52.763835660218426,1,0.1409086425830471,1,0
TXN000197,12.915151559753074,14,9.101199828871264,14.560476349791605,3,22.39350852683493,1,0.3059534614327138,1,0
TXN000198,124.90515018003467,10,10.146849669477529,2.363205427110753,2,25.017010394551335,0,0.20800132304459462,0,0
TXN000199,26.231011534392962,12,12.303937236480246,2.6220163642334278,2,22.743324011339105,0,0.23149006266771455,1,0
TXN000200,101.14592429344425,21,22.985090595059077,2.9965634021421215,1,22.3793831025624,0,0.05739584094586287,1,0
TXN000201,67.08479440256892,17,5.3246965409908915,1.2793914638575647,6,9.257681377695386,0,0.3850564690793006,1,0
TXN000202,38.76240901105343,11,1.1437329976195176,1.4751237519281624,3,55.288657389422845,1,0.39896550085959304,1,0
TXN000203,14.799560795628798,15,10.55977575298757,7.963614063846151,0,18.40445496338208,0,0.1367607889587615,0,0
TXN000204,47.9695928519753,1,14.254479711348377,3.7259718349990214,0,45.416446216569476,1,0.10578524942670316,1,0
TXN000205,41.93558766118947,14,9.10282978804929,4.9640517175981,0,23.1938886599223,0,0.10695747746167525,1,0
TXN000206,16.040855175531846,10,11.133147333796671,4.2202043071251145,0,25.789577982985115,0,0.3204721968446636,0,0
TXN000207,68.09473587298028,15,0.08464744776117632,6.339300515981404,3,32.6543363855541,0,0.3916761083115205,1,0
TXN000208,7.3188837868611065,13,2.3871243858762763,8.34522796868664,1,13.11218486805322,0,0.18855623234214117,1,0
TXN000209,10.659261929442476,9,31.769520570923714,0.5511509235545344,1,25.09503704382661,0,0.040080466307471314,1,0
TXN000210,34.069328042534266,17,14.742137851140322,15.091655468139859,0,27.567898736109328,1,0.12747514808470184,0,0
TXN000211,8.923168840500976,23,67.65238055015146,46.12340239608734,6,21.79861801851038,1,0.6144309662927147,0,1
TXN000212,24.58814339945381,17,11.834513451054665,4.396770897347371,1,64.56480760914806,0,0.15492331297796502,1,0
TXN000213,77.88246668678664,13,18.89815046599163,3.9352389580890472,2,16.294462325944636,1,0.3210182257999167,1,0
TXN000214,38.82097471922223,14,9.838654983527833,9.757618388352983,2,23.005370944354844,0,0.09122042604251489,1,0
TXN000215,38.27015591627285,14,8.537591708878095,1.7316730914619691,1,24.64155982635218,0,0.3064794520997571,1,0
TXN000216,48.3832228706127,6,13.973798664870849,2.8227648073643437,1,37.625193269478544,1,0.2260124067898963,1,0
TXN000217,30.539346016090814,1,3.1394693818764394,11.280322428227429,1,19.117431528545136,0,0.18267989790008168,0,0
TXN000218,16.016904537217577,9,10.463658606983449,3.059058325425928,2,47.61890844707694,0,0.1587572676757042,1,0
TXN000219,54.28111027928561,16,29.391755524396032,1.382206164701369,0,14.79952079971687,0,0.06836072383567007,1,0
TXN000220,153.6913351741945,10,3.564253825791258,2.1909880894971407,0,15.309067708136418,0,0.19521520272226472,1,0
TXN000221,31.378174526330437,20,10.372835125579146,1.2956620760387798,0,45.307946592153606,0,0.28461050072838795,1,0
TXN000222,62.7300162422513,11,13.580919358036217,3.066323966157368,3,44.019823683265024,0,0.3773220714561044,0,0
TXN000223,15.607716875816395,14,4.589768549772777,0.2028986942061678,3,15.981398360892715,0,0.23695141792983296,1,0
TXN000224,18.344092307042747,19,11.882508777579256,8.253422340765855,3,17.684631072153348,0,0.031340856761749615,0,0
TXN000225,114.1213761605994,2,11.919147135233038,1.7806576798904565,2,24.49025288174469,1,0.0988984372246919,1,0
TXN000226,23.98619715971873,17,9.358371950669923,1.4468615946195038,7,45.10793290759954,0,0.19192671066072708,1,0
TXN000227,9.070869405997387,20,5.466539847732514,0.4171004026288238,3,21.512111345458838,0,0.0253350973127299,0,0
TXN000228,4.399593435408098,12,1.2753562815375858,4.758534321282266,0,46.43141291743943,0,0.2099186777787228,0,0
TXN000229,26.08205155638875,18,6.990212645589704,5.159356309841659,1,18.019280780759136,0,0.28726666781881754,1,0
TXN000230,292.52852228156996,11,20.615344647628177,3.3654946843856663,0,17.11773842429182,1,0.3294869721714499,0,0
TXN000231,36.74511983180381,10,16.36696814542213,2.217226696292198,3,39.61317974116176,0,0.4220424097367546,1,0
TXN000232,32.70970430994907,13,9.321138151067553,0.8671457095672546,3,36.820024278048614,0,0.19811824477415768,1,0
TXN000233,407.8045137149163,4,141.48233684992897,194.19943516271388,8,90.65217059624337,1,0.48283072063834276,0,1
TXN000234,13.812367019168041,2,29.119165560268524,7.425945104915748,3,14.011806301905223,1,0.1034689155029831,1,0
TXN000235,124.01754195484187,11,20.88654756071733,4.924000680121697,1,31.230313505828665,0,0.09122913208426905,0,0
TXN000236,31.963433968677734,10,15.721368241257391,14.683015035279874,2,35.43539343317316,0,0.29370982968776577,0,0
TXN000237,25.99800949010679,9,24.665704583781768,1.6402938527582047,2,44.62881790023368,1,0.0844923104618589,1,0
TXN000238,29.34079794957668,11,2.1459084300300155,0.8791679357680748,2,11.236097034615597,1,0.5927949813163756,1,0
TXN000239,47.25600277701932,3,12.818648518599348,7.429376394760928,2,16.435682920933914,1,0.2516879806965783,1,0
